loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_condition
40000, 60 months,20.39,1068.46,D,D4,7 years,OWN,55000,Credit card refinancing,0,28416,4319.16,0,1068.46,1,0,0,222067,83180,21100,82059,0
5000, 36 months,11.05,163.82,B,B4,< 1 year,RENT,140000,Vacation,1,32122,1149.38,0,163.82,1,0,0,146712,86927,25000,111712,0
8000, 36 months,19.42,294.95,D,D3,4 years,RENT,47000,Other,0,707,867.59,0,294.95,10,0,0,108302,74031,36300,71340,0
30000, 60 months,16.46,736.9,C,C5,10+ years,RENT,110000,Debt consolidation,0,20039,5488.32,73.7,736.9,5,0,0,151696,127616,11300,121796,0
24000, 60 months,16.46,589.52,C,C5,3 years,RENT,105600,Debt consolidation,0,1230,1724.67,0,589.52,1,0,0,101469,77354,11500,89969,0
20000, 36 months,10.56,650.62,B,B3,7 years,RENT,60000,Credit card refinancing,0,33477,3241.37,0,650.62,7,0,0,136692,62154,57900,61336,0
10000, 36 months,9.43,320.01,B,B1,10+ years,RENT,57600,Credit card refinancing,1,1526,658.36,0,320.01,7,0,0,41707,30362,6300,32007,0
3000, 36 months,22.9,115.98,E,E1,4 years,MORTGAGE,36150,Car financing,0,14426,697.23,0,115.98,4,0,0,192013,54770,14700,48462,0
6000, 36 months,20.39,224.18,D,D4,8 years,RENT,180000,Medical expenses,0,28288,1555.67,0,224.18,8,0,0,98500,63164,56900,36000,0
28000, 60 months,26.77,851.15,E,E5,< 1 year,RENT,79000,Credit card refinancing,0,9357,5874.77,0,851.15,6,0,0,94082,42486,17000,28523,0
40000, 60 months,9.58,841.64,B,B1,10+ years,MORTGAGE,90000,Debt consolidation,0,52984,5963.48,0,841.64,8,0,0,368624,131131,14200,101924,0
15000, 60 months,25.81,447.43,E,E4,< 1 year,RENT,32500,Debt consolidation,1,4034,1816.5,22.37,447.43,1,0,0,39116,26460,5500,28616,0
10500, 36 months,16.46,371.54,C,C5,< 1 year,OWN,30000,Credit card refinancing,0,21087,1838.5,0,371.54,5,0,0,40200,19246,5500,10000,0
21600, 60 months,20.39,576.97,D,D4,1 year,RENT,56500,Debt consolidation,0,7901,3989.85,0,576.97,4,0,0,98894,77711,8300,77194,0
6000, 36 months,17.47,215.33,D,D1,10+ years,MORTGAGE,72000,Credit card refinancing,1,2697,1495.66,0,215.33,3,0,0,173482,23614,3300,37485,0
13000, 36 months,21.85,495.47,D,D5,10+ years,MORTGAGE,160000,Credit card refinancing,0,24620,463.91,0,495.47,4,0,0,657545,96991,28500,84545,0
28000, 60 months,28.72,884.01,F,F1,8 years,OWN,73076.94,Debt consolidation,0,11393,3491.36,0,884.01,4,0,0,175436,72158,16500,62895,0
28000, 60 months,20.39,747.92,D,D4,1 year,MORTGAGE,40000,Debt consolidation,0,37290,2928.24,0,747.92,7,0,0,344457,59204,23300,25365,0
20000, 60 months,12.13,446.21,B,B5,3 years,MORTGAGE,53500,Credit card refinancing,0,17429,3096.51,0,446.21,1,0,0,214964,48957,23100,59637,0
10000, 36 months,14.03,341.93,C,C2,6 years,MORTGAGE,136000,Home buying,1,7116,1428.12,0,341.93,16,0,0,390020,145481,15700,128986,0
21000, 60 months,19.42,549.62,D,D3,< 1 year,MORTGAGE,120000,Credit card refinancing,1,42836,3802.03,0,549.62,7,0,0,397063,106391,51300,102563,0
6000, 36 months,12.13,199.66,B,B5,10+ years,RENT,27000,Debt consolidation,0,5282,794.6,0,199.66,3,0,0,30148,14477,6300,19200,0
6000, 36 months,16.46,212.31,C,C5,< 1 year,MORTGAGE,36000,Credit card refinancing,0,5560,428.65,15,227.31,2,0,0,36573,12871,18800,14073,0
9000, 36 months,14.03,307.73,C,C2,10+ years,OWN,95000,Home improvement,2,1659,2189.19,0,307.73,5,0,0,419861,35210,10700,59261,0
40000, 36 months,7.46,1243.52,A,A4,8 years,RENT,93000,Debt consolidation,0,7388,7427.96,0,1243.52,5,0,0,115561,60839,51400,58661,0
35000, 60 months,21.85,963.68,D,D5,10+ years,RENT,125000,Credit card refinancing,0,31702,6767.01,0,963.68,2,0,0,172416,141084,400,140516,0
20000, 60 months,16.46,491.27,C,C5,2 years,MORTGAGE,48000,Other,0,1310,2419.77,0,491.27,2,0,0,3600,1310,3000,0,0
20000, 36 months,16.46,707.7,C,C5,5 years,RENT,75000,Other,2,11504,4917.32,0,707.7,19,0,0,74500,59839,32500,36800,0
7200, 36 months,13.06,242.81,C,C1,10+ years,MORTGAGE,120000,Other,0,47920,1704.22,15,257.81,1,0,0,194033,82148,10500,59033,0
8000, 36 months,9.58,256.57,B,B1,10+ years,MORTGAGE,70000,Home improvement,1,4184,1787.47,0,256.57,5,0,0,320127,21500,25900,25727,0
15000, 36 months,21.85,571.7,D,D5,8 years,RENT,75000,Business,0,11022,2341.44,28.59,571.7,7,0,0,45923,18141,31000,12723,0
13000, 60 months,19.42,340.24,D,D3,7 years,RENT,580000,Other,2,1617,652.43,0,340.24,4,0,0,24600,1617,24100,0,0
20000, 60 months,13.06,455.68,C,C1,6 years,MORTGAGE,65000,Debt consolidation,1,18970,2249.38,0,455.68,4,0,0,399732,31958,31300,40932,0
10000, 60 months,18.45,256.39,D,D2,10+ years,OWN,80800,Debt consolidation,1,18354,1517.84,0,256.39,5,0,0,107713,81191,17700,87913,0
35000, 60 months,13.06,797.44,C,C1,8 years,RENT,140000,Debt consolidation,2,26993,5709.06,0,797.44,1,0,0,106603,27096,100500,0,0
10000, 36 months,10.07,323.01,B,B2,10+ years,RENT,110000,Home buying,0,30227,963.44,0,323.01,1,0,0,65394,47145,31300,34094,0
10000, 36 months,20.39,373.63,D,D4,< 1 year,RENT,60000,Debt consolidation,0,1088,2592.75,0,373.63,8,0,0,60810,45124,4000,56810,0
12500, 60 months,15.49,300.6,C,C4,7 years,RENT,84500,Debt consolidation,0,4095,880.29,0,300.6,3,0,0,36562,32970,8400,28162,0
5000, 36 months,14.03,170.97,C,C2,10+ years,MORTGAGE,70000,Debt consolidation,0,33866,1018.03,0,170.97,0,0,0,436466,33866,16000,0,0
9600, 36 months,18.45,349.24,D,D2,3 years,RENT,38814,Debt consolidation,1,13719,678.8,0,349.24,3,0,0,14000,13719,14000,0,0
10000, 60 months,20.39,267.12,D,D4,10+ years,RENT,77200,Credit card refinancing,0,5912,818.35,0,267.12,5,0,0,63360,40335,4000,52360,0
13000, 60 months,24.84,380.35,E,E3,5 years,MORTGAGE,55000,Home buying,0,2292,2246.22,0,380.35,6,0,0,138974,55827,4300,62181,0
40000, 36 months,13.06,1348.92,C,C1,7 years,RENT,130000,Debt consolidation,1,27479,9485.98,0,1348.92,11,0,0,119361,54142,37200,59455,0
11400, 60 months,9.58,239.87,B,B1,9 years,OWN,48000,Medical expenses,0,8840,467.61,0,239.87,3,0,0,223463,8840,46100,0,0
10000, 36 months,14.52,344.31,C,C3,3 years,RENT,65000,Credit card refinancing,2,3273,1705.42,0,344.31,4,0,0,9300,3273,3000,0,0
22000, 60 months,28.72,694.58,F,F1,10+ years,MORTGAGE,105000,Credit card refinancing,0,49270,2013.54,0,694.58,0,0,0,434598,67398,30200,56899,0
35000, 36 months,15.49,1221.71,C,C4,5 years,MORTGAGE,100000,Other,0,35334,8491.73,61.09,1221.71,7,0,0,350592,104021,14000,90592,0
21975, 36 months,6.83,676.82,A,A3,10+ years,MORTGAGE,96000,Debt consolidation,0,48408,0,0,0,1,0,0,527634,63041,14800,29334,0
12000, 60 months,9.58,252.5,B,B1,10+ years,MORTGAGE,140000,Debt consolidation,1,15413,542.23,15,50,4,0,0,469141,130951,15000,136141,0
30000, 60 months,15.49,721.44,C,C4,2 years,RENT,85000,Debt consolidation,0,22427,2870.2,36.07,721.44,3,0,0,238752,283359,30000,185052,0
33300, 36 months,20.39,1244.18,D,D4,10+ years,MORTGAGE,74000,Debt consolidation,2,36887,3657.1,0,1244.18,7,0,0,162558,37500,47970,0,0
24000, 60 months,16.46,589.52,C,C5,10+ years,MORTGAGE,210000,Home improvement,1,12095,545.63,0,589.52,11,0,0,62100,27095,30800,17600,0
2800, 36 months,18.45,101.86,D,D2,10+ years,MORTGAGE,39000,Home improvement,1,780,782.28,75,116.86,7,0,0,173575,42622,2500,51875,0
5000, 36 months,17.47,179.44,D,D1,10+ years,MORTGAGE,105000,Other,1,30162,1066.93,0,179.44,5,0,0,307622,30328,17700,0,0
10900, 60 months,30.75,357.69,F,F5,10+ years,RENT,117000,Debt consolidation,0,8752,2466.59,0,357.69,2,0,0,35300,27354,11300,20000,0
6000, 36 months,11.05,196.58,B,B4,< 1 year,RENT,26000,Credit card refinancing,2,7876,693.95,15,111.58,2,0,0,28900,19498,11900,12000,0
10000, 36 months,14.03,341.93,C,C2,nan,RENT,25000,Debt consolidation,0,4413,5000,0,0,5,0,0,29426,5923,8500,8726,0
10000, 60 months,14.03,232.84,C,C2,7 years,MORTGAGE,52000,Home improvement,0,7942,0,0,0,4,0,0,160376,46453,14900,47979,0
15000, 36 months,14.52,516.47,C,C3,10+ years,OWN,100000,Debt consolidation,0,14133,3603.19,0,516.47,2,0,0,362758,25783,28500,11582,0
30000, 36 months,16.46,1061.54,C,C5,2 years,MORTGAGE,94800,Other,0,3312,5252.83,0,1061.54,2,0,0,49549,29792,23100,26449,0
20000, 60 months,21.85,550.68,D,D5,10+ years,MORTGAGE,104000,Debt consolidation,3,30082,1052.8,0,550.68,7,0,0,431481,100617,23500,111081,0
10000, 36 months,12.13,332.77,B,B5,10+ years,MORTGAGE,100000,Credit card refinancing,1,8199,1999.78,16.64,682.18,10,0,0,501820,36951,9300,33520,0
10000, 36 months,16.46,353.85,C,C5,4 years,RENT,52896,Debt consolidation,0,1195,2104.81,0,353.85,4,0,0,68858,65280,0,66858,0
32000, 60 months,19.42,837.52,D,D3,3 years,RENT,75000,Debt consolidation,0,11573,5793.59,0,837.52,3,0,0,28525,16505,16600,6625,0
35000, 60 months,19.42,916.03,D,D3,10+ years,RENT,83000,Debt consolidation,1,10,3588.6,0,916.03,2,0,0,9309,7218,1000,8309,0
20000, 60 months,14.52,470.78,C,C3,4 years,MORTGAGE,56000,Debt consolidation,0,10285,1412.34,0,470.78,1,0,0,240539,22835,10000,20453,0
8000, 36 months,7.46,248.71,A,A4,2 years,RENT,40000,Debt consolidation,0,3447,1754.24,0,248.71,4,0,0,30100,3447,21400,0,0
35000, 60 months,26.77,1063.94,E,E5,nan,OWN,27600,Credit card refinancing,0,42318,4229.73,0,1063.94,0,0,0,43800,42318,43800,0,0
36000, 60 months,14.52,847.4,C,C3,< 1 year,MORTGAGE,155000,Debt consolidation,0,34460,1636.72,0,847.4,2,0,0,448736,112531,31300,89106,0
18000, 60 months,19.42,471.1,D,D3,10+ years,MORTGAGE,40500,Other,0,55875,3258.86,0,471.1,2,0,0,171400,55875,14100,0,0
3500, 36 months,17.47,125.61,D,D1,2 years,RENT,40000,Other,1,4801,0,0,0,2,0,0,6900,4801,4600,0,0
10000, 36 months,14.52,344.31,C,C3,6 years,RENT,65000,Other,0,6749,2445.31,0,344.31,2,0,0,46921,22985,9500,35421,0
5000, 36 months,13.06,168.62,C,C1,3 years,RENT,60000,Other,3,1736,667.22,0,168.62,3,0,0,66115,39203,5500,56593,0
3000, 36 months,18.45,109.14,D,D2,3 years,RENT,41000,Major purchase,1,9340,663.69,15,109.14,0,0,0,71485,66593,7500,62585,0
26550, 36 months,13.06,895.35,C,C1,4 years,MORTGAGE,270000,Debt consolidation,2,3747,5333.57,0,895.35,10,0,0,760440,187197,42000,221684,0
15000, 36 months,10.56,487.97,B,B3,10+ years,OWN,65000,Debt consolidation,2,23814,1446.31,0,487.97,6,0,0,164619,50653,43500,30919,0
12000, 60 months,26.77,364.78,E,E5,2 years,RENT,27000,Credit card refinancing,0,7491,2536.01,18.24,364.78,5,0,0,96080,72027,5000,71280,0
24000, 60 months,19.42,628.14,D,D3,7 years,MORTGAGE,72000,Car financing,0,2253,3717.05,0,628.14,6,0,0,204468,27920,9300,24885,0
12000, 60 months,24.84,351.1,E,E3,10+ years,OWN,45000,Home improvement,1,7074,1371.28,0,351.1,4,0,0,64500,18687,33100,13000,0
10000, 60 months,19.42,261.73,D,D3,8 years,RENT,65000,Debt consolidation,2,9556,1810.53,0,261.73,2,0,0,38792,30624,6100,27192,0
40000, 60 months,13.58,922.05,C,C2,1 year,MORTGAGE,65000,Other,0,2,0,0,0,5,0,0,25010,20797,1500,23210,0
11000, 36 months,15.49,383.97,C,C4,3 years,OWN,55000,Other,0,14738,2284.89,0,383.97,5,0,0,52299,42928,10600,30499,0
15000, 36 months,13.06,505.85,C,C1,4 years,MORTGAGE,40000,Debt consolidation,1,15286,2518.37,0,505.85,4,0,0,93401,44014,56400,36001,0
25000, 36 months,9.58,801.76,B,B1,nan,RENT,110000,Debt consolidation,1,67376,3982.19,0,801.76,8,0,0,209844,80681,144800,45785,0
3500, 36 months,14.52,120.51,C,C3,10+ years,OWN,44400,Other,0,9758,837.92,0,120.51,2,0,0,51436,40242,9400,41036,0
35000, 60 months,13.06,797.44,C,C1,10+ years,RENT,98350,Credit card refinancing,1,11073,5531.29,0,797.44,4,7950,0,66229,36648,18000,45429,0
8000, 36 months,16.46,283.08,C,C5,7 years,MORTGAGE,30000,Credit card refinancing,0,11433,849.61,15,298.08,6,0,0,230565,28804,18000,22625,0
28000, 60 months,18.45,717.89,D,D2,10+ years,RENT,60000,Debt consolidation,0,31536,2814.16,0,717.89,5,0,0,129119,52855,100500,22619,0
25000, 60 months,11.05,544.19,B,B4,10+ years,OWN,65000,Debt consolidation,0,14093,3234.45,0,544.19,5,0,0,119001,56828,23100,64401,0
13000, 60 months,23.87,373.01,E,E2,10+ years,MORTGAGE,110000,Debt consolidation,1,49922,3525.38,0,373.01,12,0,0,361522,95384,15300,62322,0
30000, 60 months,28.72,947.15,F,F1,1 year,MORTGAGE,85000,Debt consolidation,0,15883,1848.57,0,947.15,3,0,0,332800,15883,18100,0,0
17400, 36 months,10.56,566.04,B,B3,1 year,RENT,75345,Debt consolidation,0,5382,1687.91,0,566.04,1,0,0,35496,23114,3500,28496,0
20950, 60 months,13.06,477.33,C,C1,10+ years,RENT,42000,Credit card refinancing,1,13543,2833.58,0,477.33,3,0,0,112096,38771,71000,35096,0
6000, 36 months,15.49,209.44,C,C4,10+ years,RENT,93400,Debt consolidation,2,22437,827.43,0,209.44,12,0,0,135620,56351,29300,67220,0
35000, 36 months,10.56,1138.58,B,B3,3 years,RENT,88000,Credit card refinancing,1,6426,2236.09,0,1138.58,4,0,0,145436,103560,52800,77636,0
21600, 36 months,10.56,702.67,B,B3,nan,OWN,27600,Home improvement,1,0,0,0,0,8,0,0,82950,2850,11100,2950,0
30000, 36 months,10.56,975.93,B,B3,2 years,RENT,60000,Debt consolidation,3,12398,6796.31,0,975.93,7,0,0,60500,20920,10500,10000,0
11000, 36 months,12.13,366.05,B,B5,10+ years,MORTGAGE,95000,Debt consolidation,1,15070,2218.54,0,366.05,12,0,0,274040,126985,11700,119685,0
20000, 60 months,12.13,446.21,B,B5,2 years,MORTGAGE,206000,Credit card refinancing,1,13140,2226.4,22.31,446.21,7,0,0,628143,232229,18100,259937,0
30000, 36 months,6.83,923.99,A,A3,8 years,MORTGAGE,95000,Debt consolidation,0,105099,4639.27,0,923.99,1,0,0,258200,105099,70200,0,0
35000, 36 months,9.58,1122.47,B,B1,6 years,MORTGAGE,125000,Debt consolidation,3,21815,7820.03,0,1122.47,12,0,0,289926,86947,57900,84410,0
5600, 36 months,14.52,192.82,C,C3,nan,OWN,14021,Credit card refinancing,0,4232,1369.92,0,222.03,6,0,0,8300,4232,6000,0,0
36000, 60 months,13.06,820.22,C,C1,4 years,RENT,164000,Debt consolidation,0,6468,4089.87,41.01,820.22,4,0,0,58529,20476,33900,14629,0
4800, 36 months,17.47,172.26,D,D1,2 years,OWN,47000,Home buying,1,383,1196.5,0,172.26,10,0,0,56940,37627,6500,48840,0
13000, 36 months,9.58,416.92,B,B1,4 years,RENT,58000,Credit card refinancing,0,8663,1653.84,0,416.92,8,0,0,52899,44372,13700,38399,0
5000, 36 months,18.45,181.9,D,D2,6 years,RENT,85000,Other,1,8023,1298.55,15,378.8,9,0,0,44487,28321,11400,22087,0
17000, 36 months,11.05,556.97,B,B4,10+ years,OWN,45600,Medical expenses,0,25196,3905.77,27.85,584.82,1,0,0,72605,51204,29200,31005,0
10000, 60 months,28.72,315.72,F,F1,5 years,MORTGAGE,64000,Debt consolidation,0,7980,2178.13,0,315.72,6,0,0,210761,25870,13900,23831,0
10000, 36 months,11.05,327.63,B,B4,10+ years,RENT,31653,Debt consolidation,1,6578,2281.13,0,327.63,4,0,0,12929,7396,2500,1229,0
2000, 36 months,9.58,64.15,B,B1,10+ years,OWN,75000,Home buying,0,23718,254.47,0,64.15,2,0,0,376106,44455,24300,46111,0
25000, 36 months,20.39,934.07,D,D4,3 years,RENT,42000,Debt consolidation,0,12098,6665.93,0,934.07,2,0,0,41112,27400,13300,21612,0
11200, 60 months,18.45,287.16,D,D2,6 years,OWN,20000,Credit card refinancing,1,3502,1412.84,0,287.16,4,0,0,25000,13844,10500,13500,0
7500, 36 months,16.46,265.39,C,C5,10+ years,RENT,36000,Vacation,0,2276,1850.87,0,265.39,3,0,0,50815,14299,2600,13280,0
26000, 60 months,19.42,680.48,D,D3,3 years,OWN,75000,Debt consolidation,0,25366,4861.55,0,680.48,1,0,0,145045,49528,27400,26058,0
5000, 36 months,8.08,156.87,A,A5,3 years,MORTGAGE,95000,Home improvement,0,39958,936.73,0,156.87,5,0,0,142301,73734,53200,47301,0
6000, 36 months,14.52,206.59,C,C3,1 year,RENT,28800,Other,0,19,1215.67,0,206.59,1,0,0,500,19,500,0,0
16000, 60 months,12.13,356.97,B,B5,3 years,MORTGAGE,70000,Credit card refinancing,0,10495,2477.23,0,356.97,6,0,0,584932,160383,11200,158787,0
15000, 60 months,16.46,368.45,C,C5,8 years,MORTGAGE,37400,Other,0,13181,2576.27,18.42,393,8,0,0,225572,77952,15900,64771,0
15000, 36 months,14.03,512.89,C,C2,nan,RENT,76640,Credit card refinancing,0,8514,3566.85,0,512.89,4,0,0,38949,25800,9000,25163,0
5000, 36 months,6.19,152.55,A,A2,10+ years,MORTGAGE,50000,Other,0,8032,454.21,0,152.55,3,0,0,210718,44962,31500,55718,0
15000, 36 months,14.52,516.47,C,C3,2 years,RENT,38112,Debt consolidation,1,10155,2090.08,0,516.47,4,0,0,188568,187307,9000,177768,0
12000, 60 months,24.84,351.1,E,E3,10+ years,MORTGAGE,57000,Other,0,2808,2219.39,35.12,461.89,2,0,0,60048,49337,2900,57148,0
7000, 36 months,19.42,258.09,D,D3,10+ years,OWN,55000,Debt consolidation,0,8201,1559.54,15,531.18,1,0,0,105120,12629,5800,20600,0
25000, 60 months,18.45,640.98,D,D2,6 years,MORTGAGE,68000,Debt consolidation,0,39681,3153.65,0,640.98,4,0,0,143777,62300,46400,30133,0
35000, 60 months,17.47,878.71,D,D1,4 years,RENT,110000,Debt consolidation,2,0,810.77,0,878.71,0,0,0,81100,0,81100,0,0
15650, 60 months,30.79,513.96,G,G1,nan,MORTGAGE,57000,Debt consolidation,0,10751,1000.08,25.7,513.96,9,0,0,229686,49886,7400,55786,0
11000, 36 months,6.83,338.8,A,A3,10+ years,RENT,23000,Credit card refinancing,0,9651,2386.24,0,361.79,3,0,0,59524,26063,33000,17424,0
30000, 36 months,21.85,1143.39,D,D5,5 years,MORTGAGE,84000,Debt consolidation,1,22681,6787.51,0,1143.39,4,0,0,304264,63505,18700,55784,0
3000, 36 months,20.39,112.09,D,D4,10+ years,MORTGAGE,35000,Home improvement,0,2402,329.47,0,112.09,6,0,0,23989,11914,3500,17589,0
26600, 60 months,30.79,873.56,G,G1,< 1 year,RENT,35000,Debt consolidation,0,18019,5286.87,0,873.56,2,0,0,32100,18019,11600,0,0
35000, 60 months,18.45,897.37,D,D2,2 years,MORTGAGE,51000,Debt consolidation,0,2106,5402.21,89.74,1839.61,7,0,0,88730,64156,4300,73630,0
6400, 36 months,14.03,218.84,C,C2,8 years,MORTGAGE,70000,Credit card refinancing,1,14169,865.38,0,218.84,6,0,0,313964,24554,17400,27991,0
2000, 36 months,13.06,67.45,C,C1,8 years,MORTGAGE,50000,Home improvement,0,12218,334.35,0,67.45,7,0,0,259900,25238,20300,15000,0
30000, 60 months,28.72,947.15,F,F1,8 years,RENT,150000,Debt consolidation,1,14661,6049.58,0,947.15,12,0,0,86043,54016,8900,54643,0
15000, 36 months,14.52,516.47,C,C3,2 years,RENT,85000,Debt consolidation,0,18531,0,0,0,3,0,0,34700,18531,31700,0,0
10300, 60 months,30.17,334.32,F,F3,10+ years,MORTGAGE,50000,Debt consolidation,1,5367,968.43,0,334.32,2,0,0,32100,19605,5800,16700,0
35000, 60 months,11.05,761.86,B,B4,10+ years,MORTGAGE,53000,Debt consolidation,0,2740,2242.61,0,761.86,2,0,0,77598,66375,12500,60598,0
4000, 36 months,10.07,129.21,B,B2,2 years,OWN,38400,Credit card refinancing,0,3828,253.94,0,129.21,2,0,0,9500,3828,8300,0,0
13500, 36 months,7.46,419.69,A,A4,8 years,MORTGAGE,125000,Credit card refinancing,0,16583,3011.96,62.94,440.67,4,0,0,444524,88920,4600,90124,0
20000, 36 months,8.08,627.47,A,A5,nan,OWN,24000,Debt consolidation,1,0,0,0,0,1,0,0,30571,9483,10000,15440,0
12000, 36 months,9.58,384.85,B,B1,10+ years,RENT,90000,Credit card refinancing,0,17971,372.08,0,384.85,0,0,0,51000,17971,43900,0,0
20000, 36 months,12.13,665.53,B,B5,5 years,RENT,70000,Debt consolidation,0,428,4732.84,0,665.53,1,0,0,43831,18425,2100,39331,0
10000, 36 months,15.49,349.06,C,C4,10+ years,OWN,50000,Debt consolidation,0,9187,1379.03,0,349.06,8,0,0,37001,24257,13000,19501,0
16000, 60 months,14.03,372.55,C,C2,1 year,MORTGAGE,65000,Home improvement,0,14517,2546.82,0,372.55,2,0,0,75837,53684,14000,56237,0
13075, 60 months,21.85,360.01,D,D5,1 year,RENT,170000,Debt consolidation,1,28923,2128.32,0,360.01,3,0,0,237099,200928,20000,196746,0
7000, 36 months,14.03,239.35,C,C2,nan,MORTGAGE,57000,Home improvement,1,10406,1664.54,0,239.35,3,0,0,36900,10406,3200,0,0
19200, 60 months,18.45,492.27,D,D2,3 years,RENT,52000,Debt consolidation,0,8473,3538.19,0,492.27,3,0,0,53472,19603,10800,35372,0
8000, 36 months,16.46,283.08,C,C5,3 years,RENT,32000,Major purchase,0,979,1117.69,0,283.08,1,0,0,1600,979,900,0,0
15000, 60 months,17.47,376.59,D,D1,10+ years,MORTGAGE,111000,Car financing,1,9058,2625.84,18.83,376.59,6,0,0,439514,72624,4250,67764,0
7000, 36 months,9.58,224.5,B,B1,4 years,MORTGAGE,135000,Debt consolidation,0,3185,1564.05,0,224.5,10,0,0,432608,81184,68000,82905,0
25000, 60 months,21.85,688.35,D,D5,10+ years,MORTGAGE,100000,Home improvement,1,7897,4757.76,0,688.35,10,0,0,202716,40483,11000,38000,0
8000, 36 months,13.06,269.79,C,C1,10+ years,RENT,22000,Home buying,1,68,1045.95,0,248.19,2,0,0,16792,2540,4500,8092,0
10000, 36 months,5.31,301.11,A,A1,10+ years,RENT,82652,Credit card refinancing,1,46216,897.43,0,301.11,13,0,0,183363,68240,145100,31092,0
6000, 36 months,13.06,202.34,C,C1,nan,RENT,42480,Debt consolidation,1,10914,400.33,0,202.34,4,0,0,38994,22592,18000,14994,0
10000, 36 months,11.98,332.05,B,B5,5 years,RENT,22000,Credit card refinancing,0,3700,1321.54,0,332.05,0,0,0,26694,8119,3100,22594,0
18000, 60 months,21.85,495.61,D,D5,nan,RENT,34596,Debt consolidation,0,6898,3447.42,0,495.61,5,0,0,58236,32205,16300,35136,0
18225, 36 months,16.46,644.89,C,C5,10+ years,MORTGAGE,48000,Credit card refinancing,0,14817,4480.9,0,644.89,10,0,0,77593,41172,7700,37426,0
2000, 36 months,14.52,68.87,C,C3,nan,MORTGAGE,90000,Home improvement,0,10015,273.87,0,68.87,11,0,0,562777,89682,8500,88327,0
2000, 36 months,21.85,76.23,D,D5,nan,OWN,30000,Debt consolidation,1,806,160.96,0,76.23,4,0,0,7800,806,5600,0,0
10000, 36 months,16.01,351.62,C,C5,1 year,RENT,52000,Debt consolidation,2,8079,2492.48,0,351.62,4,0,0,29800,8079,27900,0,0
20000, 60 months,24.84,585.16,E,E3,10+ years,MORTGAGE,58000,Debt consolidation,1,4134,3681.14,0,782.94,4,0,0,424452,22798,5700,41206,0
7900, 36 months,7.46,245.6,A,A4,10+ years,OWN,51000,Credit card refinancing,2,46626,730.25,0,245.6,6,0,0,126696,50297,108600,10317,0
6000, 36 months,14.52,206.59,C,C3,1 year,RENT,26000,Debt consolidation,1,5688,1441.29,0,206.59,3,0,0,44296,24313,16000,25596,0
14900, 36 months,10.07,481.28,B,B2,nan,OWN,15600,Home improvement,0,3341,1949.14,0,481.28,0,0,0,18700,3341,16300,0,0
21000, 60 months,26.77,638.36,E,E5,nan,RENT,28800,Credit card refinancing,0,16574,3160.57,0,638.36,1,0,0,29200,16574,19400,0,0
40000, 60 months,12.13,892.41,B,B5,1 year,RENT,135000,Debt consolidation,0,6750,4556.39,0,892.41,1,0,0,60830,33263,29300,31530,0
13000, 60 months,28.72,410.44,F,F1,nan,OWN,65000,Debt consolidation,0,87543,799.92,20.52,841.4,2,0,0,324950,99091,2500,12500,0
10000, 36 months,6.83,308,A,A3,10+ years,MORTGAGE,85000,Debt consolidation,0,663,916.41,0,308,13,0,0,64520,34503,21300,43220,0
3500, 36 months,20.39,130.77,D,D4,10+ years,RENT,75000,Debt consolidation,2,3018,922.59,0,130.77,5,0,0,44734,22673,12100,31834,0
12000, 60 months,18.45,307.67,D,D2,4 years,MORTGAGE,33000,Credit card refinancing,0,8528,1889.07,0,307.67,5,0,0,68241,44438,6000,51541,0
